Index,Load_AESO_2032.dat,Load_AVA_2032.dat,Load_AZPS_2032.dat,Load_BANC_2032.dat,Load_BCHA_2032.dat,Load_BPAT_2032.dat,Load_CFE_2032.dat,Load_CHPD_2032.dat,Load_CIPB_2032.dat,Load_CIPV_2032.dat,Load_CISC_2032.dat,Load_CISD_2032.dat,Load_DOPD_2032.dat,Load_EPE_2032.dat,Load_GCPD_2032.dat,Load_IID_2032.dat,Load_IPFE_2032.dat,Load_IPMV_2032.dat,Load_IPTV_2032.dat,Load_LDWP_2032.dat,Load_NEVP_2032.dat,Load_NWMT_2032.dat,Load_PACW_2032.dat,Load_PAID_2032.dat,Load_PAUT_2032.dat,Load_PAWY_2032.dat,Load_PGE_2032.dat,Load_PNM_2032.dat,Load_PSCO_2032.dat,Load_PSEI_2032.dat,Load_SCL_2032.dat,Load_SPPC_2032.dat,Load_SRP_2032.dat,Load_TEPC_2032.dat,Load_TH_Malin_2032.dat,Load_TH_Mead_2032.dat,Load_TH_PV_2032.dat,Load_TIDC_2032.dat,Load_TPWR_2032.dat,Load_VEA_2032.dat,Load_WACM_2032.dat,Load_WALC_2032.dat,Load_WAUW_2032.dat
702,10690.0,1907.43,5043.71,2289.89,7876.0,8402.41,1730.0,331.07,6187.790414311182,8457.060245611676,14632.45027833105,2814.8866213399565,310.61,1283.09,979.47,420.58,326.25404397143814,778.4745965264127,1625.3013595021491,3673.27,3057.6450943396226,1651.91,3049.59,879.9651647179111,4844.6827288845425,1241.6021063975463,3314.53,2107.65,6680.67,3943.78,1326.16,1322.2249056603773,4986.31,2447.94,0.0,0.0,0.0,350.84,665.7,98.67244040613443,3496.32,964.79,110.78
703,11269.0,1812.68,4854.06,2195.09,8357.0,7986.38,1779.0,319.7,5895.117092473184,8057.053821776977,13940.357052341396,2681.7466532894045,297.24,1218.77,954.94,392.46,308.825338143006,736.8879710470546,1538.4766908099393,3507.93,2966.29,1575.65,2938.2,852.2938682552366,4692.337320868831,1202.5588108759318,3135.22,2019.22,6361.56,3697.26,1262.02,1282.72,4831.6,2384.67,0.0,0.0,0.0,333.98,624.62,94.00538011903517,3420.6,969.74,107.87
704,12061.0,1721.35,4737.49,2085.6,9094.0,7622.31,1859.0,304.63,5578.906190830472,7624.877799892549,13192.603817995905,2537.8992090551446,286.7,1156.96,930.59,366.48,292.71358471603656,698.4437249751466,1458.2126903088167,3323.26,2868.0933962264153,1501.76,2821.41,822.221260070863,4526.771396983593,1160.1273429455441,2937.26,1935.28,6066.19,3483.75,1185.06,1240.2566037735849,4657.86,2323.14,0.0,0.0,0.0,319.05,590.31,88.96298222592814,3354.79,975.62,105.64
705,12210.0,1632.61,4640.21,1976.5,10091.0,7253.6,1942.0,300.81,5279.4897224057095,7215.655291945278,12484.564874626727,2401.6917174070063,279.52,1103.74,917.23,337.53,279.5834975700558,667.1140311914311,1392.802471238513,3132.82,2758.336037735849,1447.01,2701.22,801.007357359544,4409.977423541803,1130.195219098653,2745.32,1862.92,5869.3,3277.32,1112.41,1192.7939622641509,4520.87,2297.73,0.0,0.0,0.0,307.14,558.99,84.18839361527843,3294.08,980.1,102.74
706,12211.0,1546.69,4598.29,1882.97,10353.0,6908.83,1970.0,291.11,5050.140083010074,6902.195464154049,11942.215025955684,2297.3583143152036,274.23,1065.2,916.73,329.17,279.389898396701,666.6520843093921,1391.838017293907,2982.31,2671.0090566037734,1422.18,2623.54,794.2366941147739,4372.70127148464,1120.6420344005862,2596.68,1816.87,5777.02,3053.49,1045.66,1155.0309433962263,4428.23,2294.03,0.0,0.0,0.0,297.74,533.89,80.53111256498715,3268.09,982.28,100.28
707,12284.0,1525.88,4708.84,1813.08,10260.0,6778.33,2008.0,288.04,4825.626748292973,6595.345575823263,11411.301729430277,2195.2249937124348,274.42,1066.52,916.94,323.21,282.1731852778323,673.2932836196928,1405.703531102475,2841.0,2633.2620754716977,1411.74,2568.9,794.1343762560376,4372.137956500194,1120.4976672437685,2503.6,1832.54,5760.99,2892.17,995.74,1138.7079245283019,4494.32,2316.64,0.0,0.0,0.0,293.93,515.88,76.95095274105077,3286.11,987.21,100.03
708,12258.0,1525.37,4851.96,1790.29,10075.0,6768.68,2054.0,292.57,4728.168289029694,6462.145837912328,11180.838839789658,2150.8901835866545,280.6,1075.33,931.48,319.75,287.75648983285384,686.6156035757789,1433.517906591367,2758.41,2625.212830188679,1421.81,2583.4,800.0890229977999,4404.921497693751,1128.899479308449,2439.49,1846.44,5797.79,2819.61,973.34,1135.2271698113207,4634.84,2342.09,0.0,0.0,0.0,294.2,509.48,75.39684968166328,3314.68,988.19,102.08
709,12181.0,1545.65,5013.06,1798.87,10019.0,6854.75,2083.0,297.39,4744.73974476644,6484.794601063551,11220.025849347494,2158.428701527018,287.04,1088.05,942.34,324.09,294.3508122931726,702.3503128047353,1466.368874902092,2719.03,2638.679433962264,1449.75,2634.66,808.2731885132599,4449.979741943444,1140.4470695432951,2428.3,1879.88,5873.35,2838.37,972.4,1141.0505660377357,4795.87,2363.56,0.0,0.0,0.0,296.97,509.45,75.66110329549693,3340.29,987.9,104.73
710,12173.0,1584.12,5188.89,1833.15,9873.0,7026.69,2092.0,297.19,4783.712748485557,6538.060309553408,11312.186459344606,2176.1579036196827,293.78,1098.63,944.13,330.06,301.44227830976035,719.271256002384,1501.6964656878554,2729.42,2667.099622641509,1477.59,2704.64,817.971910974705,4503.376438864134,1154.1316501611602,2498.28,1922.75,5950.1,2907.11,994.49,1153.3403773584905,4976.31,2404.51,0.0,0.0,0.0,301.5,516.43,76.28257899674703,3367.68,994.38,106.8
711,12105.0,1619.44,5352.04,1875.81,9735.0,7234.24,2094.0,299.61,4832.450628105692,6604.67200073764,11427.438359047528,2198.329243647279,300.32,1118.15,954.8,337.87,309.1683193945666,737.7063584244939,1540.1853221809392,2739.06,2689.146037735849,1508.02,2769.14,827.9839029295647,4558.497853268066,1168.258243802369,2605.47,1962.08,6015.91,2999.91,1035.91,1162.8739622641508,5106.94,2461.08,0.0,0.0,0.0,304.86,527.89,77.05976846186151,3388.78,1004.07,108.48
712,12224.0,1654.14,5589.38,1921.29,9605.0,7472.71,2094.0,302.92,4909.091448391016,6709.419574754855,11608.67316453186,2233.1939053802816,307.37,1162.86,963.68,342.08,315.540361322515,752.9106841962944,1571.9289544811904,2766.12,2707.07358490566,1539.91,2835.42,845.8225794860282,4656.709386729121,1193.4280337848504,2725.46,2001.21,6394.92,3112.24,1077.42,1170.6264150943396,5210.31,2498.94,0.0,0.0,0.0,309.02,544.21,78.28190694198692,3480.25,1008.16,110.37
713,12254.0,1766.87,5375.87,2009.7,9485.0,7799.25,2083.0,312.44,5082.387240119416,6946.268732988862,12018.470828338499,2312.0278627396942,319.71,1174.84,971.52,324.32,326.14170864862734,778.2065532738716,1624.741738077501,2909.04,2682.639622641509,1613.78,3056.51,850.855102315723,4684.416138556684,1200.5287591275926,2851.64,2000.9,6401.43,3269.66,1137.31,1160.0603773584905,5049.52,2493.03,0.0,0.0,0.0,312.6,570.04,81.0453358135283,3503.32,960.3,116.33
714,12339.0,1855.19,4963.17,2048.77,9631.0,8111.39,2047.0,318.09,5036.473101187981,6883.516342705819,11909.896311426488,2291.1410700795027,311.71,1178.17,963.88,314.0,318.9474677622339,761.0403790153872,1588.9021532223787,2892.19,2632.815283018868,1642.19,3141.73,850.6150974618971,4683.0947824203295,1200.190120117773,3019.41,1955.79,6340.83,3449.8,1203.36,1138.514716981132,4855.54,2434.59,0.0,0.0,0.0,308.54,596.58,80.31317460020846,3440.77,914.29,116.99
715,12311.0,1895.73,4571.42,2049.44,10144.0,8253.05,2084.0,316.66,4927.125713293248,6734.067608148287,11651.319322016097,2241.397869574283,296.78,1180.83,952.52,304.1,307.24905845377793,733.1268109395893,1530.6241306066327,2937.6,2613.268113207547,1641.41,3154.96,849.2420170613253,4675.535234419184,1198.2527485194896,3167.96,1921.53,6297.42,3576.56,1264.9,1130.0618867924527,4738.02,2358.48,0.0,0.0,0.0,303.01,616.28,78.5694869680845,3401.91,892.3,115.91
716,12173.0,1893.25,4253.65,2013.44,10188.0,8244.37,2129.0,314.44,4850.690570512139,6629.6011404594765,11470.570888185017,2206.6267725576263,288.38,1183.15,945.93,306.75,298.71515909003455,712.764078318354,1488.1107625916113,2942.63,2591.291509433962,1632.46,3093.74,846.0903743755601,4658.183741997053,1193.8058836273858,3200.17,1885.89,6253.21,3620.99,1293.7,1120.5584905660376,4552.27,2313.44,0.0,0.0,0.0,296.62,623.25,77.35062828574128,3390.89,878.03,114.39
717,12098.0,1885.2,4071.51,1963.4,9915.0,8127.15,2106.0,312.55,4800.191937678356,6560.58296893114,11351.155283487897,2183.6544486031803,286.54,1176.25,956.79,316.51,293.38281642639873,700.0405783945404,1461.5466051790604,2950.98,2584.8130188679243,1619.08,3009.05,843.4338995987408,4643.558415919402,1190.057684481857,3193.85,1861.36,6237.27,3656.71,1300.35,1117.7569811320755,4426.01,2296.15,0.0,0.0,0.0,290.38,621.71,76.54536129942605,3394.58,868.88,112.99
718,11847.0,1872.92,4007.58,1917.22,9648.0,7905.79,2053.0,309.99,4781.671351200738,6535.2702635649375,11307.359107047838,2175.2292519490334,293.31,1156.45,954.37,330.26,292.3598479548451,697.5996738820384,1456.4504781631163,2941.77,2568.777358490566,1602.65,2915.49,840.3062573983582,4626.339059110906,1185.6446834907351,3148.37,1838.15,6207.16,3666.37,1299.71,1110.8226415094339,4356.29,2290.73,0.0,0.0,0.0,283.55,618.21,76.25002623745097,3389.21,852.09,111.84
719,11408.0,1870.07,4014.34,1886.15,9217.0,7669.3,2014.0,306.47,4807.194583919972,6570.153719906655,11367.714647345825,2186.840021141951,305.92,1116.36,947.83,340.66,290.31988629486614,692.7321224768502,1446.2879912282835,2987.72,2537.4250943396223,1590.22,2840.78,836.7049214075298,4606.511762559606,1180.563316032864,3108.36,1814.76,6178.01,3635.54,1295.0,1097.2649056603773,4222.98,2298.52,0.0,0.0,0.0,275.9,612.7,76.65702768559888,3364.18,832.83,111.45
720,10913.0,1860.53,3918.74,1880.32,8626.0,7443.99,1929.0,302.55,4827.602790109163,6598.04629830551,11415.974533725075,2196.1239145386376,303.82,1099.57,934.67,350.32,287.590376961889,686.2192417448937,1432.6903812932171,3032.22,2526.778867924528,1580.05,2764.85,833.6543333970598,4589.716630615941,1176.2590359869998,3074.47,1793.41,6199.84,3602.61,1287.95,1092.6611320754716,4137.06,2300.86,0.0,0.0,0.0,277.64,609.3,76.9824633216123,3302.29,825.97,111.11
721,10613.0,1903.39,4319.36,1843.36,8058.0,7754.36,1850.0,327.79,5172.7450199381365,7069.763734664949,12232.14253211824,2353.132504060034,316.17,1148.55,962.46,326.9,305.7898943138633,729.6451001805179,1523.3550055056185,3131.52,2556.4975471698112,1639.82,2709.88,865.5686630386862,4765.422224221205,1221.289112740108,2981.34,1924.2,6952.86,3736.94,1319.9,1105.5124528301887,4167.16,2272.4,0.0,0.0,0.0,285.89,643.92,82.48620921864116,3571.98,848.4,115.72
722,10433.0,1931.52,4795.59,2123.82,7661.0,7985.73,1776.0,328.01,5722.128855891272,7820.625009454605,13531.286673249902,2603.0526057862103,325.3,1264.54,990.14,385.87,326.66753356391183,779.461223817681,1627.3612426184068,3541.36,2894.3284905660375,1706.49,2910.79,903.7989098862549,4975.900347730541,1275.2307423832042,3136.04,2077.66,7079.73,3839.34,1333.8,1251.6015094339623,4975.85,2497.54,0.0,0.0,0.0,327.51,653.16,91.2468556180092,3653.56,931.22,117.62
723,10335.0,1960.57,5021.44,2217.42,7383.0,8285.13,1716.0,329.02,5960.768582930533,8146.781910939125,14095.605065847752,2711.612160972407,323.83,1364.01,993.53,409.99,332.93560556542906,794.4174670046827,1658.586927429888,3684.48,3030.0626415094334,1731.07,3014.43,910.9763181990877,5015.415850713526,1285.357831087386,3218.57,2184.8,7224.26,3935.45,1344.31,1310.2973584905658,4984.5,2538.8,0.0,0.0,0.0,345.53,664.16,95.0522793101817,3697.69,951.82,117.27
724,10321.0,1992.41,5228.49,2293.15,7275.0,8311.91,1692.0,326.08,6107.043732820234,8346.701053674147,14441.506221899552,2778.154163026439,324.11,1350.32,994.37,428.16,335.03053983018776,799.4161885121782,1669.0232716576336,3738.21,3104.341886792453,1728.2,3097.73,918.9318475116926,5059.215329380692,1296.5828231076148,3278.0,2247.51,7315.24,3971.68,1352.48,1342.418113207547,4958.48,2518.54,0.0,0.0,0.0,351.44,667.54,97.38482857962825,3672.33,945.3,116.0
725,10311.0,1965.9,5120.25,2357.5,7195.0,8233.52,1678.0,311.75,6238.1064362767365,8525.828836754978,14751.434057728555,2837.775873817273,316.94,1328.4,979.04,431.3,332.95950669794195,794.4744974839468,1658.705995818111,3731.66,3095.9505660377354,1701.96,3058.46,902.6077279012142,4969.342248590633,1273.5500235081524,3353.06,2205.8,7000.93,3942.31,1294.47,1338.789433962264,4866.29,2453.97,0.0,0.0,0.0,357.98,654.23,99.47479542245614,3608.59,950.65,113.7
726,10332.0,1877.91,4937.82,2298.06,7283.0,8224.42,1672.0,315.26,6104.983113338759,8343.8847360662,14436.633414308088,2777.2167669897763,300.45,1284.97,953.63,418.22,320.0517000843315,763.6751871573872,1594.4031127582812,3598.13,3067.495471698113,1633.07,2957.33,874.3111556351515,4813.554360114419,1233.624484250429,3245.16,2128.63,6668.18,3839.85,1285.47,1326.4845283018867,4723.86,2388.52,0.0,0.0,0.0,349.39,650.57,97.35196929717497,3534.86,955.48,110.68
727,10550.0,1764.76,4757.35,2179.94,7404.0,7891.65,1690.0,309.7,5802.954348388508,7931.09191503199,13722.417096389658,2639.8209160003835,290.21,1229.88,933.69,385.25,303.2515940409896,723.5884632826741,1510.7099426763364,3426.03,2955.8881132075467,1556.51,2838.99,846.7712302503608,4661.932220720712,1194.7665490289266,3079.54,2041.61,6332.89,3652.78,1252.87,1278.2218867924528,4593.67,2324.59,0.0,0.0,0.0,334.37,627.23,92.53572418945997,3455.12,959.22,107.77
728,11007.0,1659.26,4617.09,2057.26,7777.0,7554.9,1712.0,303.55,5487.948678476098,7500.563123688777,12977.513909021636,2496.5217435151794,291.39,1174.84,936.41,356.79,287.05260148034796,684.9360559614522,1430.0113425581997,3240.39,2839.0379245283016,1483.05,2722.14,818.2978123025317,4505.170701407184,1154.5914862902837,2924.99,1963.45,6005.12,3429.35,1184.64,1227.692075471698,4470.73,2256.17,0.0,0.0,0.0,319.39,588.87,87.51254529831022,3387.73,963.06,104.83
729,11332.0,1564.66,4546.48,1938.43,8243.0,7260.95,1766.0,306.17,5197.778086642653,7103.977264709999,12291.338962401464,2364.5202919196036,285.19,1120.39,937.27,336.08,273.9010033151055,653.5550347463989,1364.4939619384952,3062.13,2720.0096226415094,1431.6,2600.06,796.6847436237971,4386.179104075457,1124.0961523007454,2724.28,1903.24,5799.07,3306.67,1114.24,1176.2203773584906,4364.81,2220.08,0.0,0.0,0.0,303.61,566.93,82.88539432628014,3317.45,967.77,101.72
730,11536.0,1506.89,4502.24,1837.26,8769.0,6975.14,1842.0,306.0,4973.9086955135135,6798.007475631696,11761.948418248388,2262.679907578292,280.88,1092.03,921.3,321.47,271.38899428799607,647.5611313757454,1351.9798743362583,2908.22,2637.7299999999996,1406.55,2474.95,790.5924098869451,4352.637521729991,1115.5000683830633,2530.48,1867.08,5691.02,3171.26,1066.37,1140.6399999999999,4345.21,2226.7,0.0,0.0,0.0,289.8,551.37,79.3155030281104,3284.31,973.16,98.76
731,11700.0,1521.55,4551.25,1768.31,9055.0,6856.07,1874.0,309.04,4774.35922759297,6525.276539515842,11290.067912945298,2171.902895117443,299.56,1089.92,944.77,315.04,272.0701765646147,649.1865000347714,1355.3733234006138,2784.63,2604.8628301886793,1391.69,2447.23,788.4993149248958,4341.113905319782,1112.5467797553213,2437.22,1856.35,5665.28,3043.08,1027.95,1126.4271698113207,4385.58,2255.57,0.0,0.0,0.0,282.1,542.19,76.133424828447,3301.81,976.27,98.45
732,11795.0,1548.38,4677.55,1739.48,9135.0,6835.51,1901.0,316.15,4696.616975439283,6419.023601702587,11106.228519074857,2136.5371812118583,301.32,1104.96,963.7,315.94,273.77074214291,653.2442186344098,1363.84503922268,2714.31,2591.822075471698,1390.61,2489.35,794.7280724733962,4375.406574311177,1121.3353532154274,2383.23,1872.82,5719.76,3006.57,1005.65,1120.7879245283018,4533.64,2282.24,0.0,0.0,0.0,280.31,541.64,74.89372257141326,3329.62,973.78,99.37
733,11818.0,1559.75,4822.13,1759.83,9198.0,6929.81,1942.0,325.54,4706.910461748327,6433.092053932583,11130.569829384822,2141.219789212165,304.17,1117.06,966.29,321.94,280.8335268004823,670.0967252569418,1399.0297479425758,2696.17,2597.5326415094337,1411.88,2562.17,803.0069767469454,4420.986406509432,1133.0166167436232,2390.93,1912.65,5811.66,3101.39,1011.08,1123.257358490566,4677.96,2313.63,0.0,0.0,0.0,285.97,549.75,75.05786572210101,3353.18,977.27,100.43
734,11790.0,1593.35,4978.72,1795.49,9090.0,7171.9,1953.0,335.07,4737.821676190109,6475.339445213736,11203.66648878623,2155.281604198707,312.93,1137.67,980.53,329.15,288.8583320417002,689.2447086698525,1439.0069592884472,2698.51,2619.5232075471695,1440.07,2651.45,811.8543135690293,4469.695766399052,1145.4999200319182,2516.24,1961.59,5912.62,3231.39,1053.67,1132.76679245283,4833.47,2344.35,0.0,0.0,0.0,290.12,565.64,75.55078561121583,3379.23,978.81,102.12
735,11728.0,1633.38,5135.66,1843.09,8986.0,7458.83,1943.0,338.52,4776.560169110029,6528.284639945971,11295.272544188045,2172.904125026005,317.73,1150.01,993.85,335.4,295.0152637770322,703.9357601282763,1469.6789760946915,2702.56,2643.7756603773587,1468.38,2751.13,819.6203653654559,4512.452069169097,1156.457565465447,2684.62,1992.91,6010.56,3338.88,1092.48,1143.2543396226415,5002.8,2371.79,0.0,0.0,0.0,294.01,582.6,76.16852172994793,3405.12,985.08,103.36
736,11649.0,1692.89,5392.09,1900.84,8932.0,7791.5,1920.0,345.52,4840.648894979281,6615.876846444629,11446.825042235576,2202.058715752098,324.42,1182.89,999.72,336.69,301.8521827323572,720.2493287217628,1503.7384885458798,2715.42,2654.945471698113,1499.9,2838.61,836.2539649190256,4604.0290039244555,1179.927031156519,2846.29,2037.16,6401.14,3464.21,1149.02,1148.0845283018868,5130.77,2419.58,0.0,0.0,0.0,299.24,603.35,77.190500588413,3487.87,982.87,105.05
737,11820.0,1822.04,5264.63,1999.15,8953.0,8301.69,1900.0,354.14,5027.429057661548,6871.155545741834,11888.509595271795,2287.026845870083,331.22,1185.76,1015.18,320.35,309.2591436981158,737.9230742456974,1540.6377820561868,2860.01,2632.759433962264,1573.84,3105.23,846.5628049825646,4660.784727233878,1194.4724677835568,3064.98,2038.01,6461.62,3650.48,1215.15,1138.4905660377358,4991.5,2395.59,0.0,0.0,0.0,304.74,628.56,80.16895545473957,3519.94,940.03,108.93
738,12284.0,1919.47,4840.02,2032.13,9367.0,8719.78,1877.0,356.76,4975.502215616259,6800.185392886349,11765.716662178727,2263.404815520823,326.18,1185.01,1008.6,308.0,305.33218762624057,728.5529665026111,1521.0748458711482,2871.22,2590.9354716981134,1606.93,3201.42,844.5631855951632,4649.77574426625,1191.6510701385866,3239.57,2010.99,6375.26,3862.66,1309.78,1120.4045283018868,4736.8,2304.17,0.0,0.0,0.0,301.61,658.51,79.34091379784338,3493.78,890.2,109.45
739,12448.0,1932.59,4427.93,2035.36,9715.0,8826.06,1920.0,349.09,4868.795957541996,6654.346378844973,11513.38523025963,2214.863090905878,309.83,1177.76,987.37,298.53,295.5183826164295,705.136251716785,1472.1853656667854,2923.2,2567.018113207547,1605.07,3220.1,841.8574466641376,4634.879192455346,1187.833360880516,3286.83,1963.38,6328.33,4001.55,1376.63,1110.0618867924527,4574.42,2218.68,0.0,0.0,0.0,302.61,671.98,77.63934244752053,3454.09,867.02,108.22
740,12251.0,1902.64,4147.59,1992.81,9701.0,8550.24,1980.0,343.37,4796.439764891194,6555.454748809208,11342.282409963143,2181.947548357317,295.87,1175.36,953.63,308.26,287.6812012654382,686.4359575660972,1433.1428411684647,2947.0,2539.0098113207546,1603.98,3142.47,844.5909756308694,4649.928743397828,1191.6902809713026,3310.47,1912.83,6275.17,3990.24,1379.5,1097.9501886792452,4421.8,2172.54,0.0,0.0,0.0,299.3,664.92,76.485527979138,3424.38,860.38,108.07
741,12112.0,1881.02,3997.14,1946.39,9474.0,8291.48,1952.0,335.94,4749.71252704123,6491.591069022282,11231.785134085472,2160.690869014748,283.78,1162.9,920.53,319.44,279.56796183392237,667.0769613799093,1392.725076786168,2948.43,2540.036037735849,1599.33,3071.45,846.8962854110383,4662.620716812813,1194.9429977761483,3305.13,1890.63,6222.63,3942.76,1373.61,1098.3939622641508,4319.24,2162.65,0.0,0.0,0.0,293.99,657.36,75.74040083626802,3401.91,856.73,108.18
742,11842.0,1863.29,3930.62,1911.21,9206.0,8106.31,1921.0,329.97,4710.635723460172,6438.183493787249,11139.379065497,2142.9144473456095,277.58,1146.48,902.42,330.45,276.12261358218285,658.856017793994,1375.561368623823,2941.63,2532.168301886792,1599.17,3007.76,845.6886820412622,4655.9722090951545,1193.2391088635825,3281.65,1871.01,6174.08,3882.61,1363.88,1094.9916981132073,4307.37,2157.71,0.0,0.0,0.0,290.83,650.83,75.11726990996897,3400.88,838.2,108.84
743,11383.0,1850.58,3917.99,1870.92,8939.0,7982.23,1868.0,326.78,4696.470886744701,6418.823937394562,11105.883058835165,2136.4707240301545,277.77,1113.82,898.02,340.3,276.57314993005167,659.9310423281217,1377.8058077418264,2925.14,2505.1583018867923,1592.76,2943.8,838.9950729864045,4619.120281902821,1183.7946451107734,3258.03,1850.49,6132.45,3799.52,1352.0,1083.3116981132075,4221.72,2153.31,0.0,0.0,0.0,289.32,645.28,74.89139299541844,3368.56,813.58,109.28
744,10968.0,1844.47,3831.56,1816.04,8489.0,7940.4,1785.0,324.99,4709.320925208933,6436.386515015014,11136.26992333976,2142.316332710276,286.06,1086.42,908.71,346.58,283.3539012239713,676.1105892953377,1411.585509480691,2895.53,2510.512830188679,1588.5,2878.92,830.2626858574687,4571.043782057454,1171.4735320850764,3228.77,1838.31,6134.92,3731.85,1335.29,1085.6271698113208,4102.81,2155.3,0.0,0.0,0.0,287.43,639.74,75.09630372601558,3306.47,806.26,109.76
745,10655.0,1836.55,3931.75,1969.51,7955.0,7897.55,1720.0,286.03,5274.918684041021,7209.40790083362,12473.755605547905,2399.6123071689617,287.05,1183.63,945.84,355.73,313.0414979182877,746.948147589236,1559.480354492476,3286.6,2484.2358490566035,1671.49,2926.86,873.054288111169,4806.634626663509,1231.8510852253216,3271.83,1928.37,6988.4,3776.62,1314.99,1074.264150943396,4093.99,2125.17,0.0,0.0,0.0,301.79,636.26,84.1155024084931,3589.69,873.11,115.65
746,10480.0,1943.77,4659.86,2200.72,7616.0,8369.98,1651.0,314.86,5746.969700629233,7854.575823304884,13590.028550586163,2614.352949985643,305.17,1256.39,980.03,412.76,341.1277187342375,813.9646637724419,1699.3976174933202,3634.12,2767.5022641509436,1734.81,3136.78,902.8843650748345,4970.865285400431,1273.9403495247338,3406.95,2084.24,7202.16,4077.71,1440.23,1196.7577358490566,4730.58,2411.97,0.0,0.0,0.0,342.6,685.84,91.64297549407604,3663.11,939.57,117.98
747,10345.0,2018.32,4916.6,2299.73,7409.0,8633.61,1619.0,305.16,6004.649013455811,8206.754763881489,14199.370412580874,2731.5737997083547,310.61,1318.79,995.21,432.25,345.46338417208386,824.3099927109438,1720.9966231169722,3717.4,2879.0328301886793,1772.86,3186.9,912.4896119616315,5023.747348878541,1287.4930391598273,3479.3,2179.97,7373.78,4135.94,1451.96,1244.9871698113209,4881.92,2437.76,0.0,0.0,0.0,355.77,688.92,95.75201037346837,3691.76,943.0,118.95
748,10345.0,2058.4,5137.76,2340.28,7250.0,8865.27,1599.0,291.68,6153.092427128257,8409.63734529353,14550.398925874435,2799.1021662487265,317.1,1370.99,1000.64,446.09,348.46417135908285,831.4701693825475,1735.9456592583695,3754.08,2970.625283018868,1765.67,3241.7,918.6981585750729,5057.928745774242,1296.2530956506853,3532.31,2207.55,7344.06,4133.98,1442.2,1284.594716981132,5039.77,2453.42,0.0,0.0,0.0,362.16,689.89,98.11913545504858,3662.96,926.82,119.31
749,10313.0,2050.04,5093.49,2367.25,7230.0,8746.44,1583.0,289.49,6296.320858848055,8605.39243634143,14889.095417716842,2864.2581862895963,319.19,1329.22,997.75,451.85,345.57332938164336,824.5723329155586,1721.544337702798,3797.01,2972.0005660377356,1722.92,3244.27,913.2980493639922,5028.198232706262,1288.6337179297457,3565.3,2141.55,7020.92,4108.31,1443.42,1285.189433962264,5068.19,2362.59,0.0,0.0,0.0,368.02,682.69,100.40310080407681,3575.25,916.36,117.4
750,10335.0,1966.16,4843.2,2284.26,7288.0,8461.55,1580.0,282.41,6142.920040658143,8395.73440426624,14526.343983921059,2794.474647754306,312.41,1255.13,983.95,421.14,327.80044724502494,782.1644685347978,1633.0050842201767,3700.2,2901.5539622641504,1653.41,3116.03,878.7752459163115,4838.131584250616,1239.9231698330725,3356.77,2036.7,6625.73,3885.29,1368.11,1254.7260377358489,4855.89,2244.45,0.0,0.0,0.0,358.62,649.85,97.95692340025127,3497.66,920.49,115.72
751,10524.0,1887.94,4553.59,2136.44,7487.0,8023.19,1578.0,274.71,5790.513742713039,7914.088922906399,13692.998429662097,2634.1615623163525,303.38,1181.64,972.09,379.85,310.43507941775215,740.7289738254894,1546.495946756758,3468.17,2774.8324528301887,1580.57,2981.15,842.8566247661176,4640.38020668617,1189.243168547712,3121.73,1932.46,6219.79,3655.33,1288.95,1199.9275471698113,4637.11,2138.49,0.0,0.0,0.0,343.11,616.47,92.33734240211147,3415.18,921.41,113.88
752,10810.0,1803.66,4296.0,1986.37,7857.0,7650.32,1565.0,272.3,5437.394301272016,7431.468764463957,12857.966483969896,2473.5240608992935,291.31,1102.25,960.24,356.5,294.7846178482824,703.3854160033779,1468.5299661483393,3228.82,2652.1390566037735,1505.61,2847.53,809.7372181215974,4458.040014375209,1142.5127675031943,2916.72,1837.22,5856.01,3445.65,1216.98,1146.8709433962265,4411.01,2058.22,0.0,0.0,0.0,327.4,585.09,86.70638939483906,3343.32,921.64,111.16
753,10988.0,1710.67,4130.34,1833.0,8360.0,7242.27,1580.0,273.59,5109.627014999989,6983.498244949885,12082.88552645288,2324.4195038176304,281.87,1042.48,943.57,338.53,282.1779655043349,673.3046897155456,1405.7273447801194,3002.39,2543.4777358490564,1446.84,2704.25,784.3762841728568,4318.414397798406,1106.7293180287375,2683.4,1769.44,5583.1,3232.88,1147.61,1099.8822641509435,4265.95,2042.86,0.0,0.0,0.0,314.2,555.22,81.47970977961536,3274.62,926.69,108.34
754,11105.0,1633.09,4156.49,1694.23,8776.0,6990.71,1629.0,277.31,4856.741718019304,6637.871446270873,11484.880214955469,2209.3794989787216,278.02,1045.19,938.15,328.26,277.95105021942237,663.2188494576952,1384.6701003228823,2807.45,2452.171509433962,1418.99,2593.63,779.7366113933715,4292.870497330876,1100.1828912757524,2508.27,1736.72,5477.67,3034.61,1086.48,1060.3984905660377,4246.39,2067.08,0.0,0.0,0.0,302.82,527.86,77.44712177563204,3263.62,937.98,107.17
755,11246.0,1600.43,4307.67,1622.96,9128.0,6928.82,1669.0,282.93,4657.52094966157,6365.589754848078,11013.776995191689,2118.752015176706,278.37,1074.73,947.17,327.6,284.1378583703956,677.9811890151991,1415.4909526144052,2689.74,2435.6192452830187,1423.61,2603.94,790.9688385524192,4354.709964512274,1116.0311969353065,2431.58,1771.11,5631.56,2924.14,1017.76,1053.2407547169812,4386.44,2104.35,0.0,0.0,0.0,294.49,513.53,74.270285121957,3274.58,947.93,107.54
